question	label
糖尿病间歇性坡行能治愈吗	1
1型糖尿病有自愈的吗	2
糖尿病人会突然晕倒吗	4
打胰岛素的糖尿病人可以活多久	5
糖尿病并发症脚和腿有什么症状	4
糖尿病人会眼睛看不清东西吗	4
糖尿病人能吃红曲米吗	3
糖尿病酮症酸中毒吃什么药好	1
春树子泡水服用对糖尿病有帮助么	5
糖尿病会不会引起牙疼	4
C5唐克唐这药可以治疗糖尿病吗	1
糖尿病肾病能吃西兰花吗	3
糖尿病的病人怎样身上的伤口生肉比较快	5
糖尿病人该吃什么补身体	3
糖尿病患者能不能吃猪爪子	3
糖尿病引发龟头发炎是什么症状	0
糖糖尿病人能吃香菜吗	3
糖尿病能喝粮食酒吗	3
二型糖尿病应注意哪些	2
血糖高能吃李子吗	3
糖尿病患者可以喝柠檬水和山楂水么	3
糖尿病右眼飞蚊症是怎么回事	2
糖尿病患者得了肾病能治疗好吗	1
患糖尿病要一直吃低热量食物吗	3
海狗活胰生物酶真的能治愈糖尿病吗	1
妊娠期糖尿病会引起水肿吗	4
糖尿病乳酸酸中毒原因	2
糖尿病会引起情绪激动吗	4
1型糖尿病可以打水光针吗	5
糖尿病人腰疼怎么回事	2
糖尿病会引起臀部肿痛吗	4
糖尿病会引起胃难受吗	4
常吃大红枣能得糖尿病吗	2
糖尿病吃西药能喝茶吗	3
糖尿病晚上两次小便是正常吗	2
Ⅰ型糖尿病能治好吗	2
1型糖尿病能不能吃煎饼	3
2型糖尿病人晚上睡前血糖正常值是多少	2
2型糖尿病会影响寿命吗	2
糖尿病人的主食吃什么好	3
糖尿病会不会引起腿部浮肿	4
糖尿病脚热是怎么回事	2
7.83的血糖算糖尿病吗	0
胰岛素价格多少一支	5
40岁糖尿病女人能要小孩吗	2
2型糖尿病人吃什么药最好	1
糖尿病肾衰竭晚期症状有哪些	0
2型糖尿病早期能治愈吗	1
糖尿病每天喝一瓶啤酒行吗	3
常年吃红糖会得糖尿病吗	2
血糖高能吃火龙果吗	3
太劳累会得糖尿病吗	2
糖尿病患者能喝啤酒吗	1
糖尿病人可以吃茄子吗	3
糖尿病人严重便秘怎么办	1
妊娠糖尿病需要每天测血糖么	2
血糖高可以吃芋头吗	3
吃糖尿病药是不是会越来越瘦	1
糖尿病可以吃黑枸杞吗	3
白内障晶体置换术后多长时间后能治疗糖尿	1
糖尿病会引起头晕浑身无力吗	4
糖尿病患者如何选用食用油呢	3
糖尿病容易得痛风吗	4
糖尿病人能吃火腿肠吗	3
门冬胰岛素价格	5
高中生会得糖尿病吗	2
糖尿病人长期吃玉米须水可以吗	3
空腹血糖7.0是糖尿病吗	0
糖尿病人发烧怎样处理	1
糖尿病眼病出血的病因有哪些	2
糖尿病患者得了脉管炎怎么办	1
糖尿病病人血糖差大，是否需要调整胰岛素	1
谷氨酸脱羧酶抗体阳性一定是一型糖尿病吗	0
白内障是不是糖尿病的并发症	4
糖尿病能吃豆腐和豆浆吗	3
藏秘双宝有糖尿病的人能吃吗	3
你好！请问西洋参对治疗糖尿病有帮助吗	1
饭后出汗是不是糖尿病	0
糖尿病患者晚上睡觉腿发麻	1
糖尿病浑身无力严重吗	2
糖尿病臀部肌肉萎缩吗	5
二型糖尿病用西药还是中药治疗	1
空腹血糖6.41危害有多大	0
空腹血糖17点多严重吗	0
得了糖尿病的人可以吃蜂蜜吗	3
糖尿病剖腹产应注意什么好	2
糖尿病吃啥药最好	1
包茎外皮裂口有糖尿病怎么办	1
血糖一直9.8不吃药后果会什么样	2
瘦人会得糖尿病吗	5
糖尿病人可以吃什么鱼	3
糖尿病人牙周炎怎么治	1
糖尿病能吃薏米吗	3
1型糖尿病一定会有并发症吗	4
糖尿病人可以跳绳吗	3
2型糖尿病引发前列腺引起性冷淡该用什么药	1
糖尿病病人能否吃红枣	3
糖尿病导致耳聋能看好吗	1
糖尿病如何引起肾病变	2
糖尿病会引起眼底出血吗	4
糖尿病全身浮肿怎么办	1
46岁患了糖尿病，控制的好能活多久	5
糖尿病患者会嗜睡吗	0
有糖尿病变胖了后该怎么办	1
糖尿病会引起下肢麻木吗	4
糖尿病会导致脚肿吗	4
糖尿病能引起皮肤瘙痒怎么回事	2
糖尿病病人能吃猕猴桃吗	3
空腹血糖正常餐后血糖高说明什么	0
餐前血糖6.14正常吗	0
糖尿病可以根治吗	1
糖尿病患者是否适合做瑜伽运动呢	3
彻底治愈糖尿病新药有哪些	1
二甲双胍只吃一次早晨还是晚上	1
糖尿病就必须得打胰岛素吗	1
常喝饮料会得糖尿病吗	2
糖尿病人能吃木耳和蘑菇吗	3
糖尿病会引起骨头变形吗	4
医院测血糖多少钱	5
手脚冰凉麻木是糖尿病吗	0
糖尿病患者能吃连花清瘟胶囊吗	1
做糖筛多少钱	5
糖尿病会引起眼睛白内障甚至更严重吗	4
糖尿病人眼睛又肿又痒是怎么回事	2
黑麦对糖尿病有帮助吗	3
妊娠期糖尿病会自愈吗	2
糖尿病引起双下肢牵刺痛怎么办	1
2型糖尿病一般多久会出现并发症	4
空腹血糖多少算糖尿病	0
2型糖尿病可以喝酒吗	3
不是糖尿病，吃了糖尿病的药会得糖尿病吗	2
糖尿病人可以吃板栗吗	3
糖尿病会引起面瘫吗	4
得了糖尿病不吃含糖的东西血糖会低吗	3
糖尿病可以吃六味地黄丸吗	1
怀孕了血糖高多少会变成糖尿病	0
糖尿病人适合喝蛋白粉吗	3
糖尿病患者会夜尿多吗	0
糖尿病初期能治好吗	2
糖尿病人可以吃生花生吗	3
降血糖最有效的方法	1
手术治疗2型糖尿病效果好	1
糖尿病为什么脚上长癣	2
糖尿病患者能不能抽烟	3
２型糖尿病适合什么器械运动	3
糖尿病引发尿毒症是什么症状	0
糖尿病人现在血压低贫血可以食用猪肝吗	3
糖尿病的症状有哪些	0
吃什么食品治疗糖尿病	1
糖尿病人多吃红薯	3
2型糖尿病能吃保健品吗有哪些呢	3
空腹血糖5.1正常吗	0
糖尿病人可以吃磷虾油吗	3
患有妊娠期糖尿病的孕妇可以喝红豆粥吗	3
糖尿病患者水肿是什么原因	2
糖尿病会不会引起精神失常	4
二型糖尿病人血糖控制正常能吃蜂蜜吗	3
糖尿病人可以喝母乳么	3
患上糖尿病和吃糖有关系吗	2
导致妊娠期糖尿病的原因	2
胆管结石并有糖尿病与肺功能差能否做手术	1
糖尿病人会不会得癌症	4
高血压糖尿病能吃枸杞子吗	3
妊娠糖尿病能吃酸奶吗	3
糖尿病吃一颗六味地黄丸有事么	1
糖尿病脸浮肿的治疗方法	1
糖尿病性肾死亡之前的症状	5
鼻子流血与糖尿病有关系吗	2
糖尿病人经常性口臭，会不会是胆囊的问题	5
糖尿病能吃鲶鱼和胡萝卜吗	3
高血压糖尿病可以吃鹅肉吗	3
糖尿病打新冠疫苗会怎么样	5
血糖标准是多少正常值	0
糖尿病可以吃酱油吗	3
糖尿病会没胃口吗	4
糖尿病患者能吃海带吗	3
餐后1小时血糖正常值是多少	0
糖尿病可以吃蒜茄子吗	3
糖尿病会引起耳后淋巴肿胀吗	4
糖尿病可以吃菱角吗	3
宝宝喝葡萄糖会不会得糖尿病	2
孕晚期糖尿病对胎儿有影响吗	2
糖尿病综合症引起的血压居高不下怎么办…	1
糖尿病人可以吃荞麦面吗	3
糖尿病可以吃草莓吗	3
糖尿病眼底出血白内障能治吗	1
为什么糖尿病人老是拉肚子	2
糖尿病晚期会死吗	5
1型糖尿病能用预混胰岛素吗	1
50岁的人血糖标准值为多少	0
糖尿病人怎么室内运动	3
贫血的人会得糖尿病吗	2
吃甜酒会得糖尿病吗	2
糖尿病患者为什么晚上血糖高	2
糖尿病患者可以做试管吗	2
糖尿病会不会引起胃出血	4
糖尿病患者可以服伟哥吗	1
糖尿病会引起消化道出血吗	4
糖尿病跟内分泌有关系吗	2
糖尿病眼底病变可以喝甲钴胺吗	1
糖尿病能喝金典牛奶吗	3
糖尿病病人能吃枇杷吗	3
糖尿病三高能吃猪肉吗	3
如何预防糖尿病	4
血糖指数6.3是正常现象吗	0
2型糖尿病低血糖危害	2
糖尿病打胰岛素会阻止并发症吗	4
60了有糖尿病请问能不能吃米饭	3
肛门有痒是糖尿病预兆吗	0
糖尿病患者能不能吃粥	3
盐酸二甲双胍片有什么作用	2
糖尿病患者最后会发生癌变吗	2
糖尿病又有贫血怎么办	1
糖尿病人能喝排骨莲藕汤吗	3
患有糖尿病的老年人可以吃大米吗	3
血糖高吃什么好	3
血糖6.45算高吗	0
吃巧克力会得糖尿病吗	3
糖尿病人可以吃桃吗	3
糖尿病吃金杞膠囊可以吗	5
吃什么得糖尿病	5
糖尿病病人可以服用头孢地尼分散片吗	1
血糖6.6正常吗	0
血糖高可以吃小米粥吗	3
冠心病和糖尿病患者如何控制病情	1
糖尿病会引起头重脚轻吗	4
糖尿病人可以吃水果吗吃柿子可以吗	3
得了妊娠合并糖尿病怎么办	1
什么食物降血糖效果最好	3
糖尿病用药后能停药吗	1
2型糖尿病吃什么药比较好	1
糖尿病人如何补钙	1
妊娠糖尿病会引起脑瘫吗	4
空腹高血糖怎么治疗	1
Ⅰ型糖尿病，急性突发，请问有可能治愈吗	1
糖尿病患者可以吃冰糖燕窝吗	3
手脚关节疼痛与糖尿病有关系吗	0
1型糖尿病病人能不能上夜班	3
糖尿病能糖醋蒜吗	3
糖尿病患者又患肺结核严重吗	5
糖尿病人喝酒脚肿什么原因	2
糖尿病可以吃壮阳药吗	1
糖尿病是什么症状	0
血常规能查出糖尿病吗	0
糖尿病吃完饭还感觉饿怎么回事	2
2型糖尿病人能吃什么主食	3
甜菊叶糖尿病可以喝吗	3
糖尿病水肿严重怎么办	1
糖尿病人可以吃甘草吗	1
餐后血糖7.7高吗？	0
糖尿病能不能吃月饼	3
中国糖尿病人有多少	5
糖尿病失明可以手术吗	1
糖尿病人患上直肠癌怎么办	1
83岁男餐后2小时血糖8.5是糖尿病吗	0
手术透析糖尿病人适合吃什么	3
糖尿病人可以做光子嫩肤吗	5
糖尿病能吃干豆腐吗	3
糖尿病人经常嘴干有什么办法	1
糖尿病人容易得肺结核吗	4
天天大量吃糖会得糖尿病吗	2
糖尿病病人大便干燥该怎样治疗	1
糖尿病人牙龈神经痛怎么办	1
测餐前空腹葡萄糖7.0是糖尿病吗	0
妊娠期糖尿病加餐吃什么	3
糖尿病能吃香菇吗	3
糖尿病会引起呼吸衰竭吗	4
多囊卵巢怎么避免自己得糖尿病	4
饭后两小时血糖11.4是不是糖尿病	0
糖尿病病人可以吃豆腐和豆制品吗	3
二型糖尿病能吃苹果吗	3
高血压糖尿病老是头晕心慌是怎么回事	2
糖尿病人服用维生素E软胶囊有无影响	3
糖尿病会导致肌肉收缩吗	4
糖尿病能吃银耳吗	3
老年人得了糖尿病失眠怎么调理	1
糖尿病会缺乏什么维生素	4
儿童糖尿病的并发症有哪些	4
不喜欢吃甜的人会得糖尿病吗	2
糖尿病人香菇可以吃吗	3
糖尿病肾病腿肿离死不远了吗	5
糖尿病人发高烧不退能怎么办	1
糖尿病患者晚上尿多什么原因	2
糖尿病人会有月经不调的现象吗	4
糖尿病会引起耳鸣而且还头晕吗	4
糖尿病人脚底发麻，是怎么回事呢?	2
吃水果多孕妇会得妊娠期糖尿病吗	3
糖尿病会引发牙周炎吗	4
糖尿病人可以服用六味地黄丸吗	1
糖尿病人空腹血糖正常值范围	0
糖尿病真的能根治吗	5
糖尿病人可不可以服用高原反应药红景天吗	3
妊娠糖尿病可以吃核桃吗	3
糖尿病并发肌无力、肌萎缩怎么办	1
妊娠期糖尿病可以吃杨梅吗	3
血糖17点多严重吗	0
二型糖尿病总是饿没有饱腹感是怎么回事	2
糖尿病是不是消化不好	2
糖尿病患者可以带胰岛素上飞机吗	5
70岁老人四个月了得了糖尿病病足如何治疗	4
糖尿病会引起发烧吗	4
2型糖尿病人什么时候可以停止注射胰岛素	1
糖尿病人能吃芝麻酱吗	3
糖尿病患者是所有的肉都能么	3
糖尿病治疗方法	1
糖尿病手脚麻木怎么办	1
糖尿病能不能引发眼睛红肿	4
糖尿病足长期打抗生素可以吗	1
糖尿病是血液病吗	2
糖尿病患者腿抽筋麻痹	1
糖尿病酮症酸中毒需打多久胰岛素	1
糖尿病喝什么茶好	3
2性糖尿病能长期使用糖康一号吗	1
怎么治疗糖尿病性白内障	1
糖尿病感觉脚凉实际不凉是什么原因	2
血糖高的人吃什么零食好	3
小孩糖尿病影响发育吗	2
二型糖尿病表现为什么症状	0
糖尿病人可以吃梨吗	3
糖尿病患者夏季应注意什么	5
什么样的烹饪方式最适合糖尿病人	3
糖尿病眼病会伴发肾病吗	4
多囊卵巢综合征和糖尿病有关吗	5
玉米须可以降血糖吗	3
妊娠期糖尿病可以吃圣女果吗	3
请问糖尿病的人可以吃绿豆面跟燕麦片吗	3
消瘦2型糖尿病怎么治疗	1
二型糖尿病能吃莲藕吗	3
糖尿病患者能吃肝吗	3
糖尿病为什么冬季高发	2
糖尿病眼睛黄斑水肿能治愈吗	1
糖尿病并发症	4
测血糖8.17算轻微糖尿病吗	0
白菊和松树枝能治糖尿病吗	1
糖尿病引发大便失禁有办法治吗	1
糖尿病三高，用胰岛素会不会有影响	1
糖尿病会引起心脏病吗	4
糖尿病人怎么吃黑芝麻	3
什么是2型糖尿病	2
1型糖尿病人对性生活有影响吗	2
糖尿病孕妇能吃火龙果吗	3
血糖测试仪多少钱	5
二型糖尿病主食可以吃两顿全面馒头吗	3
糖尿病者可以食用龙眼吗	3
常吃稀饭会血糖升高或得糖尿病吗	2
糖尿病人长期打胰岛素有依赖性吗	1
吃了还是感觉到饿，是不是糖尿病	0
北虫草糖尿病人吃好吗	3
糖尿病患者有心脏缺血可用通心络、丹参吗	1
儿童糖尿病适合带泵吗	1
糖尿病患者可以吃鱿鱼丝吗	3
糖尿病患者上不来气是什么原因	2
糖尿病是怎样引起的	2
糖尿病患者为什么不能用足贴	5
i型糖尿病的主要死因是什么	2
糖尿病眼内出血手术有生命危险吗	5
糖尿病会身上发痒吗	4
糖尿病中医好还是西医好	1
糖尿病导致了白内障怎么办	1
请问糖尿病人能吃银耳炖红枣吗	3
糖尿病会引起腮腺炎吗	4
疖肿和糖尿病有关吗	0
糖尿病人可以吃什么蔬菜	3
2型糖尿病人能吃枸杞吗	3
妊娠糖尿病会引起新生儿肺动脉高压吗	4
血糖6.6正常吗？	0
桑葚对糖尿病有什么好处	3
糖尿病吃樱桃好吗	3
吃豆芽对糖尿病是否有利	3
糖尿病人会得结膜炎吗	4
糖尿病人小腿痒是怎么回事	2
糖尿病人可以吃枸杞吗	3
86岁老人有糖尿病还能不能做直肠癌手术	1
吃绿海复方蜂胶胶囊能治糖尿病吗	1
糖尿病平时多吃鱼都有什么好处	3
患糖尿病的人做白内障手术要注意什么	1
糖尿病人如果有腹泻怎么办	1
妊娠糖尿病能吃葱油饼吗	3
吃米容易的糖尿病吗	2
I型糖尿病可以吃春来玉泉丸吗	1
51岁糖尿病患者精子能怀孕吗	2
糖尿病并发下肢小腿肿胀吃什么药	1
板蓝根对糖尿病者有坏处妈	1
糖尿病患者突然两小腿肿痛是怎么回事啊	2
糖尿病人治疗胃痛吃哪些药	1
糖尿病酮症酸中毒是怎么引起的	2
糖尿病患者如何治疗失眠	1
糖尿病可以吃菠菜吗	3
查糖尿病的尿检需要空腹吗	0
糖尿病人常流鼻血有危险吗	2
得了糖尿病患者就没有性功能了吗	5
妊娠期糖尿病可以吃猕猴桃吗	3
糖尿病人又有肺结核好治吗，天天发烧，	1
糖尿病人伤口为何难以愈合	2
血糖高能吃橙子吗	3
糖尿病可以吃夏威夷果吗	3
二型糖尿病患者能吃枸杞子吗	3
多囊卵巢综合症并发症糖尿病能治愈吗	4
糖尿病人心率不齐是什么原因	2
糖尿病能吃高粱米吗	3
白金组合对糖尿病治疗的效果怎样	1
糖尿病必须要吃药吗	2
糖尿病人后背发热是什么原因	2
患有糖尿病可以怀孕吗	2
糖尿病患者用上胰岛素后，中间能停用吗	1
测餐后血糖是中午还是晚上	2
出现饥饿感心慌是糖尿病吗	0
患糖尿病的人胸口闷，肚胀是什么原因	2
糖尿病人能吃六味地黄软胶囊吗	1
糖尿病人小腿肚子疼怎么办	1
糖尿病应该禁忌什么	2
二型糖尿病可以吃哪些蔬菜	3
血糖5.2正常吗算不算高了点	0
糖尿病胰腺癌怎么治疗效果好	1
二型糖尿病口干怎么办	1
尿酸高和糖尿病有关吗	4
糖尿病患者如何吃水果	3
血糖13算高吗	0
糖尿病人尿里有白沫这是怎么回事	2
血糖高为什么脚烂了	2
糖尿病人做乳腺癌根除手术后伤口一直不愈	1
血糖高的人可以吃梨吗？	3
糖尿病患者可以用甘露醇洗肠吗	2
糖尿病人得了皮肤炎怎么治疗	1
二型糖尿病吃什么药比较好	1
糖尿病的患者能够吃苹果吗	3
糖尿病可以吃杏吗	3
糖尿病病人可以自己换药吃吗	1
二甲双胍用量为多少？	1
糖尿病容易得哪种妇科病啊	4
糖尿病人坐骨神经痛吃什么药	1
吃糖尿病的药影响血压低吗	1
糖尿病人可不可以吃甜瓜	3
糖尿病人手指麻和手指关节疼是怎么了	2
糖尿病患者现在有心慌气急有要出鼻血的感觉	1
血糖7.2是糖尿病吗	0
初中生会得糖尿病吗	2
糖尿病能不能吃桂龙药膏、	1
